id,title,keywords,rating,solved
1844F1,Min Cost Permutation (Easy Version),"brute force, constructive algorithms, greedy, math",2600,705
1844E ,Great Grids,"2-sat, constructive algorithms, dfs and similar, dsu, graphs",2400,1617
1844D,Row Major,"constructive algorithms, greedy, math, number theory, strings",1400,10879
1844C,Particles,"dp, greedy, implementation, math",1300,13831
1844B,Permutations & Primes,"constructive algorithms, math",1000,16647
1844A,Subtraction Game,"constructive algorithms, games",800,23022
1843F2,Omsk Metro (hard version),"data structures, dfs and similar, divide and conquer, dp, math, trees",2300,1320
1843F1,Omsk Metro (simple version),"data structures, dfs and similar, dp, graphs, greedy, math, trees",1800,4595
1843E ,Tracking Segments,"binary search, brute force, data structures, two pointers",1600,9857
1843D,Apple Tree,"combinatorics, dfs and similar, dp, math, trees",1200,15785
1843C,Sum in Binary Tree,"bitmasks, combinatorics, math, trees",800,28737
1843B,Long Long,"greedy, math, two pointers",800,26436
1843A,Sasha and Array Coloring,"greedy, sortings, two pointers",800,31085
1842I,Tenzing and Necklace,"divide and conquer, dp, greedy",3500,95
1842H,Tenzing and Random Real Numbers,"bitmasks, dp, graphs, math, probabilities",3000,452
1842G,Tenzing and Random Operations,"combinatorics, dp, math, probabilities",2800,730
1842F,Tenzing and Tree,"dfs and similar, greedy, shortest paths, sortings, trees",2500,1139
1842E ,Tenzing and Triangle,"data structures, dp, geometry, greedy, math",2300,1446
1842D,Tenzing and His Animal Friends,"constructive algorithms, graphs, greedy",1900,3685
1842C,Tenzing and Balls,dp,1500,10373
1842B,Tenzing and Books,"bitmasks, greedy, math",1100,14266
1842A,Tenzing and Tsondu,"games, math",800,18786
1841F,Monocarp and a Strategic Game,"geometry, sortings, two pointers",2700,435
1841E ,Fill the Matrix,"data structures, greedy, math",2200,1747
1841D,Pairs of Segments,"data structures, greedy, sortings, two pointers",2000,3795
1841C,Ranom Numbers,"brute force, dp, greedy, math, strings",1800,6826
1841B,Keep it Beautiful,implementation,1000,19297
1841A,Game with Board,"constructive algorithms, games",800,23468
1840G2,In Search of Truth (Hard Version),"constructive algorithms, interactive, math, meet-in-the-middle, probabilities",2500,829
1840G1,In Search of Truth (Easy Version),"constructive algorithms, interactive, math, meet-in-the-middle, probabilities",2200,2098
1840F,Railguns,"brute force, dfs and similar, dp, graphs",2200,1591
1840E ,Character Blocking,"data structures, hashing, implementation",1600,6929
1840D,Wooden Toy Festival,"binary search, greedy, sortings",1400,11836
1840C,Ski Resort,"combinatorics, math, two pointers",1000,21768
1840B,Binary Cafe,"bitmasks, combinatorics, math",1100,20177
1840A,Cipher Shifer,"implementation, strings, two pointers",800,30703
1839E ,Decreasing Game,"constructive algorithms, dfs and similar, dp, greedy, interactive",2400,1025
1839D,Ball Sorting,"data structures, dp, sortings",2100,2013
1839C,Insert Zero and Invert Prefix,constructive algorithms,1300,10574
1839B,Lamps,"greedy, sortings",1100,13653
1839A,The Good Array,"greedy, implementation, math",800,16487
1838F,Stuck Conveyor,"binary search, constructive algorithms, interactive",3000,266
1838E ,Count Supersequences,"combinatorics, dp, math",2500,1245
1838D,Bracket Walk,"data structures, greedy, strings",2100,2887
1838C,No Prime Differences,"constructive algorithms, math, number theory",1400,12403
1838B,Minimize Permutation Subarrays,"constructive algorithms, math",1100,15066
1838A,Blackboard List,"constructive algorithms, math",800,20323
1837F,Editorial for Two,"binary search, data structures, greedy, implementation",2400,1895
1837E ,Playoff Fixing,"combinatorics, trees",2200,1967
1837D,Bracket Coloring,"constructive algorithms, greedy",1400,12165
1837C,Best Binary String,"constructive algorithms, greedy",1000,19978
1837B,Comparison String,greedy,900,23646
1837A,Grasshopper on a Line,"constructive algorithms, math",800,26143
1836B,Astrophysicists,"greedy, math",1100,11655
1836A,Destroyer,"implementation, sortings",800,18910
1835F,Good Graph,"bitmasks, dfs and similar, graph matchings, graphs, implementation",3500,115
1835E ,Old Mobile,"combinatorics, dp, probabilities",3500,174
1835D,Doctor's Brown Hypothesis,"dfs and similar, graphs, math, number theory",2900,410
1835C,Twin Clusters,"bitmasks, brute force, constructive algorithms, math, probabilities",2600,859
1835B,Lottery,"binary search, brute force, greedy, math, two pointers",2500,821
1835A,k-th equality,"brute force, implementation, math",1700,6929
1834F,Typewriter,"brute force, math",2500,458
1834E ,MEX of LCM,"binary search, data structures, implementation, math, number theory",2300,1845
1834D,Survey in Class,"brute force, data structures, greedy, implementation, sortings",1900,3957
1834C,Game with Reversing,"games, greedy, math, strings",1200,11629
1834B,Maximum Strength,"greedy, math",1000,13550
1834A,Unit Array,"greedy, math",800,18285
1833G,Ksyusha and Chinchilla,"constructive algorithms, dfs and similar, dp, dsu, greedy, implementation, trees",1800,4421
1833F,Ira and Flamenco,"combinatorics, constructive algorithms, data structures, implementation, math, sortings, two pointers",1700,5961
1833E ,Round Dance,"dfs and similar, dsu, graphs, shortest paths",1600,9062
1833D,Flipper,"brute force, constructive algorithms, greedy",1400,11833
1833C,Vlad Building Beautiful Array,"greedy, math",800,24509
1833B,Restore the Weather,"greedy, sortings",900,23983
1833A,Musical Puzzle,"implementation, strings",800,30117
1832F,Zombies,"binary search, dp",3200,232
1832E ,Combinatorics Problem,"brute force, combinatorics, dp",2200,1932
1832D2,Red-Blue Operations (Hard Version),"binary search, constructive algorithms, greedy, implementation, math",2400,1702
1832D1,Red-Blue Operations (Easy Version),"binary search, greedy, implementation, math",2100,2650
1832C,Contrast Value,"greedy, implementation",1200,16020
1832B,Maximum Sum,"brute force, sortings, two pointers",1100,17598
1832A,New Palindrome,strings,800,23552
1831B,Array merging,"constructive algorithms, greedy",1000,16468
1831A,Twin Permutations,constructive algorithms,800,21654
1830F,The Third Grace,"data structures, dp",3200,175
1830E ,Bully Sort,"data structures, math",3500,205
1830D,Mex Tree,"brute force, dp, trees",2800,512
1830C,Hyperregular Bracket Strings,"combinatorics, greedy, hashing, math, number theory, sortings",2400,1388
1830B,The BOSS Can Count Pairs,"brute force, math",2000,4278
1830A,Copil Copac Draws Trees,"dfs and similar, dp, graphs, trees",1400,11364
1829H,Don't Blame Me,"bitmasks, combinatorics, dp, math",1700,6249
1829G,Hits Different,"data structures, dp, implementation, math",1600,8325
1829F,Forever Winter,"dfs and similar, graphs, math",1300,14553
1829E ,The Lakes,"dfs and similar, dsu, graphs, implementation",1100,16497
1829D,Gold Rush,"brute force, dfs and similar, dp, implementation",1000,21834
1829C,Mr. Perfectly Fine,"bitmasks, greedy, implementation",800,25079
1829B,Blank Space,implementation,800,35104
1829A,Love Story,"implementation, strings",800,39738
1828B,Permutation Swap,"math, number theory",900,18383
1828A,Divisible Array,"constructive algorithms, math",800,22007
1827F,Copium Permutation,"constructive algorithms, data structures, greedy",3500,95
1827E ,Bus Routes,"binary search, constructive algorithms, dfs and similar, greedy, trees",3400,322
1827D,Two Centroids,"data structures, dfs and similar, greedy, trees",2800,631
1827C,Palindrome Partition,"binary search, brute force, data structures, dp, hashing, strings",2600,1046
1827B2,Range Sorting (Hard Version),"binary search, data structures, dp, greedy",2400,1636
1827B1,Range Sorting (Easy Version),"binary search, dp, dsu, greedy, trees, two pointers",2000,3449
1827A,Counting Orders,"combinatorics, math, sortings, two pointers",1100,16042
1826F,Fading into Fog,"geometry, interactive, math, probabilities",2800,306
1826E ,Walk the Runway,"bitmasks, brute force, data structures, dp, graphs, implementation, sortings",2400,1395
1826D,Running Miles,"brute force, dp, greedy",1700,7274
1826C,Dreaming of Freedom,"greedy, math, number theory",1300,11695
1826B,Lunatic Never Content,"math, number theory",1100,13939
1826A,Trust Nobody,"brute force, greedy, implementation, sortings",1200,13451
1825B,LuoTianyi and the Table,"greedy, math",1000,13463
1825A,LuoTianyi and the Palindrome String,"greedy, strings",800,18337
1824E ,LuoTianyi and Cartridge,"data structures, trees",3500,111
1824D,LuoTianyi and the Function,data structures,3000,398
1824C,LuoTianyi and XOR-Tree,"data structures, dfs and similar, dp, dsu, greedy, trees",2500,1135
1824B2,LuoTianyi and the Floating Islands (Hard Version),"combinatorics, dfs and similar, math, probabilities, trees",2300,2344
1824B1,LuoTianyi and the Floating Islands (Easy Version),"combinatorics, math, probabilities, trees",1800,4044
1824A,LuoTianyi and the Show,"greedy, implementation",1400,10099
1823F,Random Walk,"dp, graphs, math, probabilities, trees",2600,616
1823E ,Removing Graph,"brute force, dp, games, graphs, math",2500,1110
1823D,Unique Palindromes,"constructive algorithms, math, strings",1900,3378
1823C,Strongly Composite,"greedy, math, number theory",1300,10818
1823B,Sort with Step,"brute force, math, sortings",900,14414
1823A,A-characteristic,"combinatorics, constructive algorithms, math",800,15200
1822G2,Magic Triples (Hard Version),"brute force, data structures, math, number theory",2200,2077
1822G1,Magic Triples (Easy Version),"brute force, data structures, math, number theory",1700,5814
1822F,Gardening Friends,"brute force, dfs and similar, dp, graphs, trees",1700,4986
1822E ,Making Anti-Palindromes,"greedy, math, strings",1600,8601
1822D,Super-Permutation,"constructive algorithms, math",1200,14705
1822C,Bun Lover,math,800,21189
1822B,Karina and Array,"greedy, math, sortings",800,22854
1822A,TubeTube Feed,"brute force, implementation",800,22591
1821F,Timber,"combinatorics, dp, fft, math",2600,641
1821E ,Rearrange Brackets,"brute force, dp, greedy, sortings, strings",2100,2018
1821D,Black Cells,"binary search, brute force, greedy, math",1900,4416
1821C,Tear It Apart,"brute force, implementation, math, strings",1300,12462
1821B,Sort the Subarray,"brute force, greedy",1100,15396
1821A,Matching,"combinatorics, math",800,18492
1820B,JoJo's Incredible Adventures,"math, strings, two pointers",1100,12094
1820A,Yura's New Name,"implementation, strings",800,15687
1819F,"Willy-nilly, Crack, Into Release!","data structures, dp",3500,108
1819E ,Roads in E City,"interactive, math, probabilities, trees",3200,216
1819D,Misha and Apples,"brute force, data structures, dp, two pointers",2800,547
1819C,The Fox and the Complete Tree Traversal,"constructive algorithms, dp, implementation, math, trees",2400,1285
1819B,The Butcher,"geometry, greedy, implementation, sortings, two pointers",1900,3213
1819A,Constructive Problem,"brute force, greedy",1300,11181
1818B,Indivisible,constructive algorithms,900,13157
1818A,Politics,"greedy, implementation",800,12251
1817F,Entangled Substrings,"string suffix structures, strings",3500,146
1817E ,Half-sum,"brute force, divide and conquer, greedy",3400,226
1817D,Toy Machine,"constructive algorithms, games, implementation",2700,608
1817C,Similar Polynomials,"combinatorics, math",2400,861
1817B,Fish Graph,"brute force, constructive algorithms, dfs and similar, graphs",1900,3550
1817A,Almost Increasing Subsequence,"binary search, data structures, greedy",1500,9444
1816B,Grid Reconstruction,"constructive algorithms, greedy",1000,14060
1816A,Ian Visits Mary,"constructive algorithms, geometry, number theory",800,16399
1815F,OH NO1 (-2-3-4),"constructive algorithms, graphs, math",3500,197
1815E ,Bosco and Particle,"dp, math, number theory, strings",3100,296
1815D,XOR Counting,"bitmasks, combinatorics, dp, math",2600,915
1815C,Between,"constructive algorithms, dfs and similar, graphs, greedy",2200,1735
1815B,Sum Graph,"brute force, constructive algorithms, graphs, implementation, interactive, shortest paths, trees",2000,2649
1815A,Ian and Array Sorting,"greedy, math",1300,12548
1814F,Communication Towers,"brute force, divide and conquer, dsu",2700,405
1814E ,Chain Chips,"data structures, dp, matrices",2300,1128
1814D,Balancing Weapons,"binary search, brute force, data structures, math, two pointers",2500,773
1814C,Search in Parallel,"constructive algorithms, greedy, sortings",1500,9393
1814B,Long Legs,"brute force, math",1700,8890
1814A,Coins,"implementation, math",800,22764
1812J,Unmysterious Language,"*special problem, constructive algorithms, strings",,4927
1812I,Mountain Climber,*special problem,,215
1812H,Expected Twist,"*special problem, interactive",,107
1812G,Colour Vision,"*special problem, implementation",,429
1812F,Factorization,"*special problem, number theory",,832
1812E ,Not a Geometry Problem,"*special problem, *special problem, constructive algorithms, geometry, math",,3532
1812D,Trivial Conjecture,"*special problem, constructive algorithms, math, number theory",,3964
1812C,Digits,*special problem,,1057
1812B,Was it Rated?,"*special problem, *special problem, *special problem, brute force, implementation",,4842
1812A,Are You a Robot?,"*special problem, *special problem, *special problem, expression parsing, strings",,11218
1811G2,Vlad and the Nice Paths (hard version),"binary search, combinatorics, data structures, dp, math, two pointers",2200,1467
1811G1,Vlad and the Nice Paths (easy version),"combinatorics, dp, math",2100,1745
1811F,Is It Flower?,"dfs and similar, graphs, implementation",2100,1592
1811E ,Living Sequence,"binary search, dp, math, number theory",1500,10511
1811D,Umka and a Long Flight,"constructive algorithms, implementation, math",1600,6536
1811C,Restore the Array,"constructive algorithms, greedy",1100,17817
1811B,Conveyor Belts,"implementation, math",1000,18773
1811A,Insert Digit,"greedy, math, strings",800,28287
1810H,Last Number,"combinatorics, math",2900,116
1810G,The Maximum Prefix,dp,3200,570
1810F,M-tree,"data structures, math, sortings, trees",2800,500
1810E ,Monsters,"brute force, data structures, dfs and similar, dsu, graphs, greedy",2100,2791
