id,title,keywords,rating,solved
1017G,The Tree,data structures,3200,700
1017F,The Neutral Zone,"brute force, math",2500,777
1017E ,The Supersonic Rocket,"geometry, hashing, strings",2400,732
1017D,The Wu,"bitmasks, brute force, data structures",1900,3235
1017C,The Phone Number,"constructive algorithms, greedy",1600,5809
1017B,The Bits,"implementation, math",1200,8968
1017A,The Rank,implementation,800,19034
1016G,Appropriate Team,"bitmasks, math, number theory",2700,250
1016F,Road Projects,"dfs and similar, dp, trees",2600,754
1016E ,Rest In The Shades,"binary search, geometry",2400,890
1016D,Vasya And The Matrix,"constructive algorithms, flows, math",1800,4309
1016C,Vasya And The Mushrooms,"dp, implementation",1800,3594
1016B,Segment Occurrences,"brute force, implementation",1300,9098
1016A,Death Note,"greedy, implementation, math",900,14106
1015F,Bracket Substring,"dp, strings",2300,998
1015E 2,Stars Drawing (Hard Edition),"binary search, dp, greedy",1900,3349
1015E 1,Stars Drawing (Easy Edition),"brute force, dp, greedy",1700,5216
1015D,Walking Between Houses,"constructive algorithms, greedy",1600,7609
1015C,Songs Compression,sortings,1100,16634
1015B,Obtaining the String,implementation,1200,11054
1015A,Points in Segments,implementation,800,19661
1013B,And,greedy,1200,7336
1013A,Piles With Stones,math,800,10694
1012F,Passports,"dp, implementation",3400,146
1012E ,Cycle sort,"dsu, math",3100,258
1012D,AB-Strings,"constructive algorithms, strings",2800,311
1012C,Hills,dp,1900,3067
1012B,Chemical table,"constructive algorithms, dfs and similar, dsu, graphs, matrices",1900,3552
1012A,Photo of The Sky,"brute force, implementation, math, sortings",1500,6091
1011B,Planning The Expedition,"binary search, brute force, implementation",1200,9621
1011A,Stages,"greedy, implementation, sortings",900,11628
1010F,Tree,"fft, graphs, trees",3400,194
1010E ,Store,data structures,2700,305
1010D,Mars rover,"dfs and similar, graphs, implementation, trees",2000,2280
1010C,Border,number theory,1800,4555
1010B,Rocket,"binary search, interactive",1800,4951
1010A,Fly,"binary search, math",1500,7892
1009G,Allowed Letters,"bitmasks, flows, graph matchings, graphs, greedy",2400,703
1009F,Dominant Indices,"data structures, dsu, trees",2300,4672
1009E ,Intercity Travelling,"combinatorics, math, probabilities",2000,2830
1009D,Relatively Prime Graph,"brute force, constructive algorithms, graphs, greedy, math",1700,6067
1009C,Annoying Present,"greedy, math",1700,5152
1009B,Minimum Ternary String,"greedy, implementation",1400,9683
1009A,Game Shopping,implementation,800,11556
1008B,Turn the Rectangles,"greedy, sortings",1000,11080
1008A,Romaji,"implementation, strings",900,14400
1007E ,Mini Metro,dp,3400,153
1007D,Ants,"2-sat, data structures, trees",3200,231
1007C,Guess two numbers,"binary search, interactive",3000,349
1007B,Pave the Parallelepiped,"bitmasks, brute force, combinatorics, math, number theory",2400,902
1007A,Reorder the Array,"combinatorics, data structures, math, sortings, two pointers",1300,11781
1006F,Xor-Paths,"bitmasks, brute force, dp, meet-in-the-middle",2100,4245
1006E ,Military Problem,"dfs and similar, graphs, trees",1600,9070
1006D,Two Strings Swaps,implementation,1700,5716
1006C,Three Parts of the Array,"binary search, data structures, two pointers",1200,19473
1006B,Polycarp's Practice,"greedy, implementation, sortings",1200,12431
1006A,Adjacent Replacements,implementation,800,20419
1005F,Berland and the Shortest Paths,"brute force, dfs and similar, graphs, shortest paths",2100,1543
1005E 2,Median on Segments (General Case Edition),sortings,2400,1158
1005E 1,Median on Segments (Permutations Edition),sortings,1800,3565
1005D,Polycarp and Div 3,"dp, greedy, number theory",1500,9499
1005C,Summarize to the Power of Two,"brute force, greedy, implementation",1300,10867
1005B,Delete from the Left,"brute force, implementation, strings",900,21157
1005A,Tanya and Stairways,implementation,800,21988
1004F,Sonya and Bitwise OR,"bitmasks, data structures, divide and conquer",2600,646
1004E ,Sonya and Ice Cream,"binary search, data structures, dp, greedy, shortest paths, trees",2400,951
1004D,Sonya and Matrix,"brute force, constructive algorithms, implementation",2300,1360
1004C,Sonya and Robots,"constructive algorithms, implementation",1400,7328
1004B,Sonya and Exhibition,"constructive algorithms, greedy, implementation, math",1300,9095
1004A,Sonya and Hotels,implementation,900,10798
1003F,Abbreviation,"dp, hashing, strings",2200,1030
1003E ,Tree Constructing,"constructive algorithms, graphs",2100,2351
1003D,Coins and Queries,greedy,1600,7302
1003C,Intense Heat,"brute force, implementation, math",1300,10011
1003B,Binary String Constructing,constructive algorithms,1300,10732
1003A,Polycarp's Pockets,implementation,800,25194
1002E 2,Another array reconstruction algorithm,,1900,194
1002E 1,Bernstein-Vazirani algorithm,,1500,312
1002D3,Oracle for majority function,,1600,321
1002D2,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,1300,366
1002D1,Oracle for f(x) = b * x mod 2,,1200,394
1002C2,Distinguish zero state and plus state without errors,,1800,258
1002C1,Distinguish zero state and plus state with minimum error,,1700,293
1002B4,Distinguish four 2-qubit states - 2,,1700,300
1002B3,Distinguish four 2-qubit states,,1600,401
1002B2,Distinguish GHZ state and W state,,1600,436
1002B1,Distinguish zero state and W state,,1300,469
1002A4,Generate W state,,1900,258
1002A3,Generate superposition of two basis states,,1500,465
1002A2,Generate superposition of zero state and a basis state,,1300,548
1002A1,Generate superposition of all basis states,,800,801
1001I,Deutsch-Jozsa algorithm,*special problem,1700,394
1001H,Oracle for f(x) = parity of the number of 1s in x,*special problem,1200,522
1001G,Oracle for f(x) = k-th element of x,*special problem,1400,528
1001F,Distinguish multi-qubit basis states,*special problem,1300,529
1001E ,Distinguish Bell states,*special problem,1600,548
1001D,Distinguish plus state and minus state,*special problem,1400,672
1001C,Generate GHZ state,*special problem,1400,643
1001B,Generate Bell state,*special problem,1400,701
1001A,Generate plus state or minus state,*special problem,1100,989
1000G,Two-Paths,"data structures, dp, trees",2700,519
1000F,One Occurrence,"data structures, divide and conquer",2400,3253
1000E ,We Need More Bosses,"dfs and similar, graphs, trees",2100,3583
1000D,Yet Another Problem On a Subsequence,"combinatorics, dp",1900,3777
1000C,Covered Points Count,"data structures, implementation, sortings",1700,6218
1000B,Light It Up,greedy,1500,5515
1000A,Codehorses T-shirts,"greedy, implementation",1200,8438
999F,Cards and Joy,dp,2000,2409
999E ,Reachability from the Capital,"dfs and similar, graphs, greedy",2000,6071
999D,Equalize the Remainders,"data structures, greedy, implementation",1900,4003
999C,Alphabetic Removals,implementation,1200,16387
999B,Reversing Encryption,implementation,900,16190
999A,Mishka and Contest,"brute force, implementation",800,21221
998B,Cutting,"dp, greedy, sortings",1200,12477
998A,Balloons,"constructive algorithms, implementation",1000,9036
997E ,Good Subsegments,data structures,3000,922
997D,Cycles in product,"combinatorics, divide and conquer, trees",2900,418
997C,Sky Full of Stars,"combinatorics, math",2500,1536
997B,Roman Digits,"brute force, combinatorics, dp, greedy, math",2000,2812
997A,Convert to Ones,"brute force, greedy, implementation, math",1500,8050
996B,World Cup,"binary search, math",1300,8601
996A,Hit the Lottery,"dp, greedy",800,77936
995F,Cowmpany Cowmpensation,"combinatorics, dp, math, trees",2700,1050
995E ,Number Clicker,"divide and conquer, graphs, meet-in-the-middle, number theory",2700,582
995D,Game,math,2500,735
995C,Leaving the Bar,"brute force, data structures, geometry, greedy, math, sortings",2300,1585
995B,Suit and Tie,"greedy, implementation, math",1400,6940
995A,Tesla,"constructive algorithms, implementation",2100,1476
994B,Knights of a Polygonal Table,"greedy, implementation, sortings",1400,5457
994A,Fingerprints,implementation,800,13654
993F,The Moral Dilemma,,3200,54
993E ,Nikita and Order Statistics,"chinese remainder theorem, fft, math",2300,1296
993D,Compute Power,"binary search, dp, greedy",2500,579
993C,Careful Maneuvering,"bitmasks, brute force, geometry",2100,1457
993B,Open Communication,"bitmasks, brute force",1900,1918
993A,Two Squares,"geometry, implementation",1600,3832
992E ,Nastya and King-Shamans,"binary search, data structures",2500,1209
992D,Nastya and a Game,"brute force, implementation, math",2100,1561
992C,Nastya and a Wardrobe,math,1600,4476
992B,Nastya Studies Informatics,"math, number theory",1600,5986
992A,Nastya and an Array,"implementation, sortings",800,12708
991F,Concise and clear,"brute force, greedy, implementation, math",2700,288
991E ,Bus Number,"brute force, combinatorics, math",1800,3223
991D,Bishwock,"dp, greedy",1500,6777
991C,Candies,"binary search, implementation",1500,9564
991B,Getting an A,"greedy, sortings",900,12051
991A,If at first you don't succeed...,implementation,1000,10219
990G,GCD Counting,"divide and conquer, dp, dsu, number theory, trees",2400,1572
990F,Flow Control,"dfs and similar, dp, greedy, trees",2400,856
990E ,Post Lamps,"brute force, greedy",2100,1935
990D,Graph And Its Complement,"constructive algorithms, graphs, implementation",1700,3706
990C,Bracket Sequences Concatenation Problem,implementation,1500,5599
990B,Micro-World,"greedy, sortings",1200,7896
990A,Commentary Boxes,"implementation, math",1000,10323
989E ,A Trance of Nightfall,"dp, geometry, matrices, probabilities",2700,225
989D,A Shade of Moonlight,"binary search, geometry, math, sortings, two pointers",2500,498
989C,A Mist of Florescence,"constructive algorithms, graphs",1800,3572
989B,A Tide of Riverscape,"constructive algorithms, strings",1200,6875
989A,A Blend of Springtime,"implementation, strings",900,9962
988F,Rain and Umbrellas,dp,2100,2086
988E ,Divisibility by 25,"brute force, greedy",2100,3511
988D,Points and Powers of Two,"brute force, math",1800,6559
988C,Equal Sums,"implementation, sortings",1400,9466
988B,Substrings Sort,"sortings, strings",1100,17064
988A,Diverse Team,"brute force, implementation",800,22594
987C,Three displays,"brute force, dp, implementation",1400,12702
987B,High School: Become Human,math,1100,11150
987A,Infinity Gauntlet,implementation,800,15482
986F,Oppa Funcan Style Remastered,"graphs, math, number theory, shortest paths",3300,465
986E ,Prince's Problem,"brute force, data structures, math, number theory, trees",2800,677
986D,Perfect Encoding,"fft, math",3100,311
986C,AND Graph,"bitmasks, dfs and similar, dsu, graphs",2500,2137
986B,Petr and Permutations,"combinatorics, math",1800,4446
986A,Fair,"graphs, greedy, number theory, shortest paths",1600,6359
985G,Team Players,combinatorics,2700,397
985F,Isomorphic Strings,"hashing, strings",2300,1618
985E ,Pencils and Boxes,"binary search, data structures, dp, greedy, two pointers",2100,3127
985D,Sand Fortress,"binary search, constructive algorithms, math",2100,2181
985C,Liebig's Barrels,greedy,1500,5472
985B,Switches and Lamps,implementation,1200,7197
985A,Chess Placing,implementation,1100,7976
984B,Minesweeper,implementation,1100,7171
984A,Game,sortings,800,18033
983E ,NN country,"binary search, data structures, trees",2800,818
983D,Arkady and Rectangles,data structures,3300,293
983C,Elevator,"dp, graphs, shortest paths",2400,792
983B,XOR-pyramid,dp,1800,5029
983A,Finite or not?,"implementation, math",1700,4417
982F,The Meeting Place Cannot Be Changed,"dfs and similar, graphs",2700,177
982E ,Billiard,"geometry, number theory",2600,664
982D,Shark,"brute force, data structures, dsu, trees",1900,2195
982C,Cut 'em all!,"dfs and similar, dp, graphs, greedy, trees",1500,10315
982B,Bus of Characters,"data structures, greedy, implementation",1300,7960
982A,Row,"brute force, constructive algorithms",1200,8809
981H,K Paths,"combinatorics, data structures, dp, fft, math",3100,255
981G,Magic multisets,data structures,2500,610
981F,Round Marriage,"binary search, graph matchings, greedy",2500,644
981E ,Addition on Segments,"bitmasks, data structures, divide and conquer, dp",2200,1939
981D,Bookshelves,"bitmasks, dp, greedy",1900,3109
981C,Useful Decomposition,"implementation, trees",1400,5008
981B,Businessmen Problems,sortings,1000,6572
981A,Antipalindrome,"brute force, implementation, strings",900,8830
980F,Cactus to Tree,"dp, graphs, trees",2900,183
980E ,The Number Games,"data structures, greedy, trees",2200,1752
980D,Perfect Groups,"dp, math, number theory",2100,2307
980C,Posterized,"games, greedy",1700,3685
980B,Marlin,constructive algorithms,1600,4568
980A,Links and Pearls,"implementation, math",900,10157
979E ,Kuro and Topological Parity,dp,2400,549
979D,Kuro and GCD and XOR and SUM,"binary search, bitmasks, brute force, data structures, dp, dsu, greedy, math, number theory, strings, trees",2200,1607
979C,Kuro and Walking Route,"dfs and similar, trees",1600,5945
979B,Treasure Hunt,greedy,1800,4300
979A,"Pizza, Pizza, Pizza!!!",math,1000,13124
978G,Petya's Exams,"greedy, implementation, sortings",1700,4061
978F,Mentors,"binary search, data structures, implementation",1500,7726
978E ,Bus Video System,"combinatorics, math",1400,8941
978D,Almost Arithmetic Progression,"brute force, implementation, math",1500,8036
978C,Letters,"binary search, implementation, two pointers",1000,23245
978B,File Name,"greedy, strings",800,33077
978A,Remove Duplicates,implementation,800,24541
977F,Consecutive Subsequence,dp,1700,15801
977E ,Cyclic Components,"dfs and similar, dsu, graphs",1500,17985
977D,"Divide by three, multiply by two","dfs and similar, math, sortings",1400,16889
977C,Less or Equal,sortings,1200,29334
977B,Two-gram,"implementation, strings",900,33978
977A,Wrong Subtraction,implementation,800,143306
976F,Minimal k-covering,"flows, graphs",2500,532
976E ,Well played!,"greedy, sortings",2100,2124
976D,Degree Set,"constructive algorithms, graphs, implementation",2500,647
976C,Nested Segments,"greedy, implementation, sortings",1500,6061
976B,Lara Croft and the New Game,"implementation, math",1300,5606
976A,Minimum Binary Number,implementation,800,10218
975E ,Hag's Khashba,geometry,2600,296
975D,Ghosts,"geometry, math",2000,1846
975C,Valhalla Siege,binary search,1400,9186
975B,Mancala,"brute force, implementation",1100,6653
975A,Aramic script,"implementation, strings",900,8734
967B,Watering System,"math, sortings",1000,6596
967A,Mind the Gap,implementation,1100,4238
965E ,Short Code,"data structures, dp, greedy, strings, trees",2200,1253
965D,Single-use Stones,"binary search, flows, greedy, two pointers",1900,2880
965C,Greedy Arkady,math,2000,2029
965B,Battleship,implementation,1300,4395
965A,Paper Airplanes,math,800,9150
964B,Messages,math,1300,4246
964A,Splits,math,800,8929
963E ,Circles of Waiting,math,3100,453
963D,Frequency of String,"hashing, string suffix structures, strings",2500,1702
963C,Cutting Rectangle,"brute force, math, number theory",2600,548
963B,Destruction of a Tree,"constructive algorithms, dfs and similar, dp, greedy, trees",2000,2655
963A,Alternating Sum,"math, number theory",1800,3161
962G,Visible Black Areas,"data structures, dsu, geometry, trees",2800,119
962F,Simple Cycles Edges,"dfs and similar, graphs, trees",2400,1156
962E ,"Byteland, Berland and Disputed Cities","constructive algorithms, greedy",2200,1026
962D,Merge Equals,"data structures, implementation",1600,6518
962C,Make a Square,"brute force, implementation, math",1400,7614
962B,Students in Railway Carriage,"constructive algorithms, greedy, implementation",1300,7457
962A,Equator,implementation,1300,12333
961G,Partitions,"combinatorics, math, number theory",2700,1218
961F,k-substrings,"binary search, hashing, string suffix structures",2700,606
961E ,Tufurama,data structures,1900,3356
961D,Pair Of Lines,geometry,2000,3977
961C,Chessboard,"bitmasks, brute force, implementation",1400,5158
961B,Lecture Sleep,"data structures, dp, implementation, two pointers",1200,18024
961A,Tetris,implementation,900,9736
960H,Santa's Gift,"data structures, trees",3100,221
960G,Bandit Blues,"combinatorics, dp, fft, math",2900,949
960F,Pathwalks,"data structures, dp, graphs",2100,2561
960E ,Alternating Tree,"combinatorics, dfs and similar, divide and conquer, dp, probabilities, trees",2300,1702
960D,Full Binary Tree Queries,"brute force, implementation, trees",2100,1649
960C,Subsequence Counting,"bitmasks, constructive algorithms, greedy, implementation",1700,3748
960B,Minimize the error,"data structures, greedy, sortings",1500,6951
960A,Check the string,implementation,1200,7866
959F,Mahmoud and Ehab and yet another xor task,"bitmasks, dp, math, matrices",2400,1792
959E ,Mahmoud and Ehab and the xor-MST,"bitmasks, dp, graphs, implementation, math",1900,3238
959D,Mahmoud and Ehab and another array construction task,"constructive algorithms, greedy, math, number theory",1900,2995
959C,Mahmoud and Ehab and the wrong algorithm,"constructive algorithms, trees",1500,5601
959B,Mahmoud and Ehab and the message,"dsu, greedy, implementation",1200,8786
959A,Mahmoud and Ehab and the even-odd game,"games, math",800,40981
958F3,Lightsabers (hard),fft,2600,618
958F2,Lightsabers (medium),"binary search, two pointers",1800,1153
958F1,Lightsabers (easy),implementation,1500,1543
958E 3,Guard Duty (hard),geometry,2700,172
958E 2,Guard Duty (medium),"binary search, dp, greedy, sortings",2200,862
958E 1,Guard Duty (easy),"brute force, geometry, greedy, math",1600,1430
958D2,Hyperspace Jump (hard),,2700,79
958D1,Hyperspace Jump (easy),"expression parsing, math",1400,1992
958C3,Encryption (hard),"data structures, dp",2500,458
958C2,Encryption (medium),dp,2000,1102
958C1,Encryption (easy),brute force,1200,2682
958B2,Maximum Control (medium),"data structures, dfs and similar, graphs, greedy, trees",2200,592
958B1,Maximum Control (easy),implementation,1000,3190
958A3,Death Stars (hard),,3100,41
958A2,Death Stars (medium),"hashing, strings",2000,860
958A1,Death Stars (easy),implementation,1400,1616
957A,Tritonic Iridescence,implementation,1300,5567
955F,Heaps,"dp, trees",2600,315
955E ,Icicles,,2900,84
955D,Scissors,"brute force, strings",2600,422
955C,Sad powers,"binary search, math, number theory",2100,2416
955B,Not simply beatiful strings,implementation,1400,4654
955A,Feed the cat,"greedy, math",1100,6461
954I,Yet Another String Matching Problem,"fft, math",2200,920
954H,Path Counting,"combinatorics, dp",2500,539
954G,Castle Defense,"binary search, data structures, greedy, two pointers",2000,1846
954F,Runner's Problem,"dp, matrices, sortings",2100,939
954E ,Water Taps,"binary search, greedy, sortings",2000,1744
954D,Fight Against Traffic,"dfs and similar, graphs, shortest paths",1600,6061
954C,Matrix Walk,implementation,1700,3640
954B,String Typing,"implementation, strings",1400,6942
954A,Diagonal Walking,implementation,800,10220
952G,Puzzling Language,constructive algorithms,2200,205
952F,2 + 2 != 4,,2400,344
952E ,Cheese Board,,2000,603
952D,I'm Feeling Lucky!,probabilities,1800,2312
952C,Ravioli Sort,implementation,1600,2788
952B,A Map of the Cat,"brute force, interactive",1900,1906
952A,Quirky Quantifiers,math,800,10895
950B,Intercepted Message,"greedy, implementation",1100,7212
950A,"Left-handers, Right-handers and Ambidexters","implementation, math",800,14197
949F,Astronomy,"geometry, probabilities",3300,52
949E ,Binary Cards,brute force,2700,554
949D,Curfew,"binary search, brute force, greedy, sortings",2300,803
949C,Data Center Maintenance,"dfs and similar, graphs",1900,1947
949B,A Leapfrog in the Array,"constructive algorithms, math",1700,3598
949A,Zebras,greedy,1600,5105
948A,Protect Sheep,"brute force, dfs and similar, graphs, implementation",900,12874
946G,Almost Increasing Array,"data structures, dp",2500,605
946F,Fibonacci String Subsequences,"combinatorics, dp, matrices",2400,514
946E ,Largest Beautiful Number,"greedy, implementation",2200,1021
946D,Timetable,dp,1800,4146
946C,String Transformation,"greedy, strings",1300,8621
946B,Weird Subtraction Process,"math, number theory",1100,10463
946A,Partition,greedy,800,15190
940F,Machine Learning,"brute force, data structures",2600,2211
940E ,Cashback,"data structures, dp, greedy, math",2000,3209
940D,Alena And The Heater,"binary search, implementation",1600,3518
940C,Phone Numbers,"constructive algorithms, implementation, strings",1500,5516
940B,Our Tanya is Crying Out Loud,"dp, greedy",1400,8432
940A,Points on the line,"brute force, greedy, sortings",1200,7941
939F,Cutlet,"data structures, dp",2400,792
939E ,Maximize!,"binary search, greedy, ternary search, two pointers",1800,2930
939D,Love Rescue,"dfs and similar, dsu, graphs, greedy, strings",1600,6928
939C,Convenient For Everybody,"binary search, two pointers",1600,4466
939B,Hamster Farm,implementation,1000,10038
939A,Love Triangle,graphs,800,22858
938G,Shortest Path Queries,"bitmasks, data structures, dsu, graphs",2900,805
938F,Erasing Substrings,"bitmasks, dp, greedy",2700,456
938E ,Max History,"combinatorics, math",2300,1179
938D,Buy a Ticket,"data structures, graphs, shortest paths",2000,4818
938C,Constructing Tests,"binary search, brute force, constructive algorithms",1700,3233
938B,Run For Your Prize,"brute force, greedy",1100,8649
938A,Word Correction,implementation,800,10921
937B,Vile Grasshoppers,"brute force, math, number theory",1400,6709
937A,Olympiad,"implementation, sortings",800,14152
936E ,Iqea,"data structures, dfs and similar, divide and conquer, dsu, shortest paths, trees",3400,175
936D,World of Tank,"dp, greedy",3000,315
936C,Lock Puzzle,"constructive algorithms, implementation, strings",2300,1136
936B,Sleepy Game,"dfs and similar, dp, games, graphs",2100,2965
936A,Save Energy!,"binary search, implementation, math",1700,4289
935F,Fafa and Array,"data structures, greedy",2600,338
935E ,Fafa and Ancient Mathematics,"dfs and similar, dp, trees",2300,846
935D,Fafa and Ancient Alphabet,"math, probabilities",1900,2483
935C,Fifa and Fafa,geometry,1600,4587
935B,Fafa and the Gates,implementation,900,11118
935A,Fafa and his Company,"brute force, implementation",800,39735
934B,A Prosperous Lot,"constructive algorithms, implementation",1200,8357
934A,A Compatible Pair,"brute force, games",1400,6497
933E ,A Preponderant Reunion,"constructive algorithms, dp",3200,174
933D,A Creative Cutout,"brute force, combinatorics, math",2900,250
933C,A Colourful Prospect,"geometry, graphs",2700,534
933B,A Determined Cleanup,math,2000,1858
933A,A Twisty Movement,dp,1800,4674
932G,Palindrome Partition,"dp, string suffix structures, strings",2900,773
932F,Escape Through Leaf,"data structures, dp, geometry",2700,2305
932E ,Team Work,"combinatorics, dp, math",2400,2503
932D,Tree,"binary search, dp, trees",2200,1592
932C,Permutation Cycle,"brute force, constructive algorithms",1600,3910
932B,Recursive Queries,"binary search, data structures, dfs and similar",1300,7584
932A,Palindromic Supersequence,constructive algorithms,800,10032
931C,Laboratory Work,"implementation, math",1700,3238
931B,World Cup,"constructive algorithms, implementation",1200,6869
931A,Friends Meeting,"brute force, greedy, implementation, math",800,11455
930E ,Coins Exhibition,"data structures, dp, math",2900,369
930D,Game with Tokens,"data structures, games, implementation",2500,382
930C,Teodor is not a liar!,"data structures, dp",1900,2017
930B,Game with String,"implementation, probabilities, strings",1600,2552
930A,Peculiar apple-tree,"dfs and similar, graphs, trees",1500,6524
929D,Пограничные врата,,2400,147
929C,Красивая команда,"*special problem, combinatorics, math",1700,1133
929B,Места в самолёте,"*special problem, implementation",1300,2032
929A,Прокат велосипедов,"*special problem, greedy, implementation",1400,2480
928D,Autocompletion,"*special problem, strings, trees",1900,794
928C,Dependency management,"*special problem, graphs, implementation",1900,877
928B,Chat,"*special problem, dp",1400,2456
928A,Login Verification,"*special problem, strings",1200,3295
927A,BuberPool Taxi Optimization,"*special problem, interactive",2900,1
926J,Segments,data structures,2100,345
926I,A Vital Problem,,1700,635
926H,Endless Roses Most Beautiful,,2200,203
926G,Large Bouquets,,1500,1358
926F,Mobile Communications,,2000,178
926E ,Merge Equal Elements,"constructive algorithms, data structures",1900,897
926D,Choose Place,,1600,879
926C,Is This a Zebra?,implementation,1700,1789
926B,Add Points,,1800,1512
926A,2-3-numbers,"implementation, math",1300,3532
925F,Parametric Circulation,"binary search, flows",3100,90
925E ,May Holidays,"data structures, trees",2900,327
925D,Aztec Catacombs,constructive algorithms,2600,466
925C,Big Secret,"constructive algorithms, math",2200,1268
925B,Resource Distribution,"binary search, implementation, sortings",1700,2152
925A,Stairs and Elevators,binary search,1600,3323
924F,Minimal Subset Difference,dp,3200,138
924E ,Wardrobe,,2700,485
924D,Contact ATC,,2500,796
924C,Riverside Curio,"data structures, dp, greedy",1700,3623
924B,Three-level Laser,"binary search, greedy, two pointers",1600,4968
924A,Mystical Mosaic,"greedy, implementation",1300,4877
923F,Public Service,"constructive algorithms, graphs, trees",3200,66
923E ,Perpetual Subtraction,"fft, math, matrices",3100,411
923D,Picking Strings,"constructive algorithms, implementation, strings",2500,1139
923C,Perfect Security,"data structures, greedy, strings, trees",1800,4032
923B,Producing Snow,"binary search, data structures",1600,6979
923A,Primal Sport,"math, number theory",1700,4908
922F,Divisibility,"constructive algorithms, dp, greedy, number theory",2400,602
922E ,Birds,dp,2200,1926
922D,Robot Vacuum Cleaner,"greedy, sortings",1800,4071
922C,Cave Painting,"brute force, number theory",1600,6727
922B,Magic Forest,brute force,1300,8130
922A,Cloning Toys,implementation,1300,10943
92114,Labyrinth-14,,3200,0
92113,Labyrinth-13,,3200,0
92112,Labyrinth-12,,3200,0
92111,Labyrinth-11,,3200,0
92110,Labyrinth-10,,3200,0
92109,Labyrinth-9,,3200,0
92108,Labyrinth-8,,3200,0
92107,Labyrinth-7,,3200,0
92106,Labyrinth-6,,3200,0
92105,Labyrinth-5,,3200,0
92104,Labyrinth-4,,3200,0
92103,Labyrinth-3,,3200,0
92102,Labyrinth-2,,3200,0
92101,Labyrinth-1,,3200,0
920G,List Of Integers,"binary search, bitmasks, brute force, combinatorics, math, number theory",2200,1612
920F,SUM and REPLACE,"brute force, data structures, dsu, number theory",2000,5799
920E ,Connected Components?,"data structures, dfs and similar, dsu, graphs",2100,5367
920D,Tanks,"dp, greedy, implementation",2400,666
920C,Swap Adjacent Elements,"dfs and similar, greedy, math, sortings, two pointers",1400,8753
920B,Tea Queue,implementation,1200,6911
920A,Water The Garden,implementation,1000,7475
919F,A Game With Numbers,"games, graphs, shortest paths",2600,319
919E ,Congruence Equation,"chinese remainder theorem, math, number theory",2100,1772
919D,Substring,"dfs and similar, dp, graphs",1700,8867
919C,Seat Arrangements,"brute force, implementation",1300,8695
919B,Perfect Number,"binary search, brute force, dp, implementation, number theory",1100,25144
919A,Supermarket,"brute force, greedy, implementation",800,15462
918B,Radio Station,"implementation, strings",900,14287
918A,Eleven,"brute force, implementation",800,15968
917E ,Upside Down,"data structures, string suffix structures, strings, trees",3400,113
917D,Stranger Trees,"dp, math, matrices, trees",2600,901
917C,Pollywog,"combinatorics, dp, matrices",2900,357
917B,MADMAX,"dfs and similar, dp, games, graphs",1700,3390
917A,The Monster,"dp, greedy, implementation, math",1800,3387
916E ,Jamie and Tree,"data structures, trees",2400,1376
916D,Jamie and To-do List,"data structures, interactive, trees",2200,466
916C,Jamie and Interesting Graph,"constructive algorithms, graphs, shortest paths",1600,4813
916B,Jamie and Binary Sequence (changed after round),"bitmasks, greedy, math",2000,1638
916A,Jamie and Alarm Snooze,"brute force, implementation, math",900,8365
915G,Coprime Arrays,"math, number theory",2300,1074
915F,Imbalance Value of a Tree,"data structures, dsu, graphs, trees",2400,2173
915E ,Physical Education Lessons,"data structures, implementation, sortings",2300,3718
915D,Almost Acyclic Graph,"dfs and similar, graphs",2200,3171
915C,Permute Digits,"dp, greedy",1700,6745
915B,Browser,implementation,1300,7561
915A,Garden,implementation,900,13706
914H,Ember and Storm's Tree Game,"combinatorics, dp, games, trees",3400,212
914G,Sum the Fibonacci,"bitmasks, divide and conquer, dp, fft, math",2600,841
914F,Substrings in a String,"bitmasks, brute force, data structures, string suffix structures, strings",3000,1313
914E ,Palindromes in a Tree,"bitmasks, data structures, divide and conquer, trees",2400,1272
914D,Bash and a Tough Math Puzzle,"data structures, number theory",1900,4797
914C,Travelling Salesman and Special Numbers,"brute force, combinatorics, dp",1800,3477
914B,Conan and Agasa play a Card Game,"games, greedy, implementation",1200,8397
914A,Perfect Squares,"brute force, implementation, math",900,12922
913H,Don't Exceed,"math, probabilities",3400,119
913G,Power Substring,"math, number theory",3200,185
913F,Strongly Connected Tournament,"dp, graphs, math, probabilities",2800,580
913E ,Logical Expression,"bitmasks, dp, shortest paths",2400,727
913D,Too Easy Problems,"binary search, brute force, data structures, greedy, sortings",1800,4443
913C,Party Lemonade,"bitmasks, dp, greedy",1600,7585
913B,Christmas Spruce,"implementation, trees",1200,14882
913A,Modular Exponentiation,"implementation, math",900,19786
912E ,Prime Gift,"binary search, dfs and similar, math, meet-in-the-middle, number theory, two pointers",2400,1361
912D,Fishes,"data structures, graphs, greedy, probabilities, shortest paths",2100,1890
912C,"Perun, Ult!","brute force, greedy, sortings",2500,505
912B,New Year's Eve,"bitmasks, constructive algorithms, number theory",1300,10882
912A,Tricky Alchemy,implementation,800,12749
911G,Mass Change Queries,data structures,2500,2325
911F,Tree Destruction,"constructive algorithms, dfs and similar, graphs, greedy, trees",2400,1410
911E ,Stack Sorting,"constructive algorithms, data structures, greedy, implementation",2000,2365
911D,Inversion Counting,"brute force, math",1800,4329
911C,Three Garlands,"brute force, constructive algorithms",1400,6882
911B,Two Cakes,"binary search, brute force, implementation",1200,10609
